season,player,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pts_per_game,AllStar
2024,Jonas Valančiūnas,8.8,2.1,0.4,0.8,1.4,12.2,0
2024,Jonathan Isaac,4.5,0.5,0.7,1.2,0.5,6.8,0
2024,Jonathan Kuminga,4.8,2.2,0.7,0.5,1.6,16.1,0
2024,Jontay Porter,3.2,2.3,0.8,0.8,0.8,4.4,0
2024,Jordan Clarkson,3.4,5.0,0.6,0.1,2.7,17.1,0
2024,Jordan Ford,0.3,0.3,0.0,0.0,0.2,2.0,0
2024,Jordan Goodwin,4.4,2.7,0.8,0.3,1.0,6.5,0
2024,Jordan Goodwin,2.9,2.0,0.6,0.2,0.7,5.0,0
2024,Jordan Goodwin,8.0,4.5,1.5,0.5,1.6,10.0,0
2024,Jordan Hawkins,2.2,1.0,0.3,0.1,0.6,7.8,0
2024,Jordan McLaughlin,1.3,2.0,0.6,0.1,0.3,3.5,0
2024,Jordan Miller,0.6,0.0,0.0,0.0,0.1,1.6,0
2024,Jordan Nwora,2.9,1.2,0.5,0.3,1.0,7.0,0
2024,Jordan Nwora,1.8,1.0,0.3,0.1,0.7,5.2,0
2024,Jordan Nwora,3.4,1.3,0.6,0.4,1.2,7.9,0
2024,Jordan Poole,2.7,4.4,1.1,0.3,2.4,17.4,0
2024,Jordan Walsh,2.2,0.6,0.6,0.1,0.3,1.7,0
2024,Jose Alvarado,2.3,2.1,1.1,0.3,0.7,7.1,0
2024,Josh Giddey,6.4,4.8,0.6,0.6,2.1,12.3,0
2024,Josh Green,3.2,2.3,0.8,0.2,1.1,8.2,0
2024,Josh Hart,8.3,4.1,0.9,0.3,1.5,9.4,0
2024,Josh Minott,0.5,0.3,0.2,0.2,0.1,1.6,0
2024,Josh Okogie,2.6,1.1,0.8,0.4,0.6,4.6,0
2024,Josh Richardson,2.8,2.4,0.6,0.3,0.8,9.9,0
2024,Joshua Primo,0.5,0.0,0.0,0.5,2.0,1.0,0
2024,Jrue Holiday,5.4,4.8,0.9,0.8,1.8,12.5,0
2024,Juan Toscano-Anderson,1.3,0.4,0.1,0.1,0.2,0.6,0
2024,Jules Bernard,1.4,0.8,0.2,0.1,0.4,3.9,0
2024,Julian Champagnie,2.8,1.4,0.6,0.6,0.8,6.8,0
2024,Julian Phillips,0.9,0.3,0.2,0.2,0.3,2.2,0
2024,Julian Strawther,1.2,0.9,0.3,0.1,0.5,4.5,0
2024,Julius Randle,9.2,5.0,0.5,0.3,3.5,24.0,1
2024,Justin Champagnie,3.5,1.3,0.7,0.6,0.7,5.9,0
2024,Justin Holiday,1.2,1.2,0.6,0.2,0.2,4.0,0
2024,Justin Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0
2024,Justin Minaya,1.6,0.6,0.3,0.3,0.3,1.8,0
2024,Jusuf Nurkić,11.0,4.0,1.1,1.1,2.3,10.9,0
2024,KJ Martin,2.2,0.9,0.4,0.2,0.5,3.7,0
2024,KJ Martin,1.5,0.5,1.0,0.5,1.0,5.0,0
2024,KJ Martin,2.2,0.9,0.3,0.2,0.5,3.7,0
2024,Kaiser Gates,1.0,0.0,0.0,0.0,0.0,0.0,0
2024,Karl-Anthony Towns,8.3,3.0,0.7,0.7,2.9,21.8,1
2024,Kawhi Leonard,6.1,3.6,1.6,0.9,1.8,23.7,1
2024,Keegan Murray,5.5,1.7,1.0,0.8,0.8,15.2,0
2024,Keita Bates-Diop,2.1,0.7,0.5,0.4,0.3,3.7,0
2024,Keita Bates-Diop,2.6,0.9,0.6,0.5,0.3,4.5,0
2024,Keita Bates-Diop,0.6,0.3,0.2,0.1,0.1,1.6,0
2024,Keldon Johnson,5.5,2.8,0.7,0.3,1.4,15.7,0
2024,Kelly Olynyk,5.3,4.4,0.9,0.4,1.9,9.8,0
2024,Kelly Olynyk,5.1,4.4,0.7,0.2,1.6,8.1,0
2024,Kelly Olynyk,5.6,4.6,1.3,0.6,2.5,12.7,0
2024,Kelly Oubre Jr.,5.0,1.5,1.1,0.7,1.3,15.4,0
2024,Kendall Brown,0.3,0.3,0.0,0.0,0.1,1.4,0
2024,Kenneth Lofton Jr.,1.8,1.6,0.3,0.2,0.7,4.6,0
2024,Kenneth Lofton Jr.,1.0,0.9,0.2,0.2,0.4,2.6,0
2024,Kenneth Lofton Jr.,1.5,0.0,0.0,0.0,1.0,1.0,0
2024,Kenneth Lofton Jr.,5.0,4.8,0.8,0.5,1.5,13.8,0
2024,Kenrich Williams,3.0,1.3,0.6,0.1,0.5,4.7,0
2024,Kentavious Caldwell-Pope,2.4,2.4,1.3,0.6,1.0,10.1,0
2024,Keon Ellis,2.2,1.5,0.9,0.5,0.6,5.4,0
2024,Keon Johnson,1.4,0.6,0.6,0.2,1.0,6.2,0
2024,Kessler Edwards,0.8,0.3,0.2,0.1,0.1,1.7,0
2024,Kevin Durant,6.6,5.0,0.9,1.2,3.3,27.1,1
2024,Kevin Huerter,3.5,2.6,0.7,0.4,0.8,10.2,0
2024,Kevin Knox,2.4,0.7,0.4,0.2,0.7,7.2,0
2024,Kevin Love,6.1,2.1,0.3,0.2,0.9,8.8,0
2024,Kevon Harris,1.0,0.5,0.0,0.0,0.5,2.0,0
2024,Kevon Looney,5.7,1.8,0.4,0.4,0.7,4.5,0
2024,Keyontae Johnson,1.1,0.4,0.1,0.0,0.4,1.2,0
2024,Keyonte George,2.8,4.4,0.5,0.1,2.5,13.0,0
2024,Khris Middleton,4.7,5.3,0.9,0.3,2.3,15.1,0
2024,Killian Hayes,2.8,4.9,0.9,0.5,1.2,6.9,0
2024,Kira Lewis Jr.,0.9,1.3,0.3,0.1,0.5,3.2,0
2024,Kira Lewis Jr.,0.9,1.2,0.3,0.1,0.5,2.9,0
2024,Kira Lewis Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0
2024,Kira Lewis Jr.,1.0,1.6,0.3,0.1,0.5,3.8,0
2024,Klay Thompson,3.3,2.3,0.6,0.5,1.5,17.9,0
2024,Kobe Brown,1.4,0.6,0.3,0.1,0.2,2.0,0
2024,Kobe Bufkin,1.9,1.6,0.4,0.3,0.6,4.8,0
2024,Kobi Simmons,1.8,3.0,1.5,0.5,0.3,5.0,0
2024,Kris Dunn,2.9,3.8,1.0,0.4,1.2,5.4,0
2024,Kris Murray,3.6,1.3,0.9,0.3,0.9,6.1,0
2024,Kristaps Porziņģis,7.2,2.0,0.7,1.9,1.6,20.1,0
2024,Kyle Anderson,3.5,4.2,0.9,0.6,1.2,6.4,0
2024,Kyle Kuzma,6.6,4.2,0.5,0.7,2.7,22.2,0
2024,Kyle Lowry,3.2,4.2,1.0,0.4,1.4,8.1,0
2024,Kyle Lowry,3.5,4.0,1.1,0.4,1.4,8.2,0
2024,Kyle Lowry,2.8,4.6,0.9,0.3,1.4,8.0,0
2024,Kyrie Irving,5.0,5.2,1.3,0.5,1.8,25.6,0
2024,LaMelo Ball,5.1,8.0,1.8,0.2,3.8,23.9,0
2024,Lamar Stevens,3.3,0.7,0.6,0.6,0.6,7.2,0
2024,Lamar Stevens,1.6,0.4,0.3,0.3,0.5,2.8,0
2024,Lamar Stevens,5.1,1.1,0.9,0.9,0.8,11.5,0
2024,Landry Shamet,1.3,1.2,0.5,0.2,0.7,7.1,0
2024,Larry Nance Jr.,5.0,1.9,1.0,0.3,0.8,5.7,0
2024,Lauri Markkanen,8.2,2.0,0.9,0.5,1.4,23.2,0
2024,LeBron James,7.3,8.3,1.3,0.5,3.5,25.7,1
2024,Leaky Black,1.8,0.9,0.3,0.4,0.2,2.7,0
2024,Leonard Miller,1.2,0.5,0.1,0.1,0.1,1.7,0
2024,Lester Quiñones,1.9,1.0,0.2,0.1,0.5,4.4,0
2024,Lindell Wigginton,0.0,0.0,0.0,0.0,0.3,2.0,0
2024,Lindy Waters III,1.1,0.6,0.1,0.2,0.2,3.6,0
2024,Lonnie Walker IV,2.2,1.3,0.6,0.3,0.9,9.7,0
2024,Luguentz Dort,3.6,1.4,0.9,0.6,0.9,10.9,0
2024,Luka Dončić,9.2,9.8,1.4,0.5,4.0,33.9,1
2024,Luka Garza,1.2,0.2,0.2,0.0,0.2,4.0,0
2024,Luka Šamanić,2.4,0.4,0.1,0.2,0.7,4.1,0
2024,Luke Kennard,2.9,3.5,0.5,0.1,1.4,11.0,0
2024,Luke Kornet,4.1,1.1,0.4,1.0,0.3,5.3,0
2024,Malachi Flynn,1.7,1.9,0.6,0.1,0.9,5.5,0
2024,Malachi Flynn,2.1,2.4,0.6,0.2,1.1,5.1,0
2024,Malachi Flynn,0.4,0.4,0.1,0.0,0.2,2.2,0
2024,Malachi Flynn,1.8,2.1,0.8,0.1,1.1,8.0,0
2024,Malaki Branham,2.0,2.1,0.4,0.1,1.2,9.2,0
2024,Malcolm Brogdon,3.8,5.5,0.7,0.2,1.5,15.7,0
2024,Malcolm Cazalon,0.0,0.0,0.0,0.0,0.0,0.0,0
2024,Malik Beasley,3.7,1.4,0.7,0.1,0.7,11.3,0
2024,Malik Monk,2.9,5.1,0.6,0.5,2.1,15.4,0
2024,Malik Williams,5.4,0.3,0.4,0.6,0.4,2.7,0
2024,Mamadi Diakite,0.7,0.3,0.2,0.2,0.2,2.0,0
2024,Mamadi Diakite,1.0,0.7,0.0,0.3,0.0,4.0,0
2024,Mamadi Diakite,0.3,0.0,0.3,0.0,0.3,0.0,0
2024,MarJon Beauchamp,2.1,0.6,0.3,0.1,0.6,4.4,0
2024,Marcus Morris,2.7,0.7,0.3,0.3,0.6,6.4,0
2024,Marcus Morris,2.9,0.7,0.4,0.3,0.5,6.7,0
2024,Marcus Morris,2.1,0.8,0.2,0.2,0.9,5.8,0
2024,Marcus Sasser,1.8,3.3,0.6,0.2,1.3,8.3,0
2024,Marcus Smart,2.7,4.3,2.1,0.3,3.1,14.5,0
2024,Mark Williams,9.7,1.2,0.8,1.1,0.9,12.7,0
2024,Markelle Fultz,3.2,2.8,1.0,0.3,1.2,7.8,0
2024,Markieff Morris,1.5,0.6,0.2,0.1,0.5,2.5,0
2024,Markquis Nowell,2.0,2.0,1.0,0.0,0.0,2.0,0
2024,Marques Bolden,3.1,0.4,0.3,0.6,0.3,3.4,0
2024,Marques Bolden,1.0,0.0,0.0,0.0,0.0,0.0,0
2024,Marques Bolden,3.6,0.4,0.3,0.8,0.3,4.1,0
2024,Marvin Bagley III,6.2,1.1,0.4,0.7,1.2,11.7,0
2024,Marvin Bagley III,4.5,1.0,0.2,0.5,1.1,10.2,0
2024,Marvin Bagley III,8.1,1.2,0.6,0.8,1.3,13.3,0
2024,Mason Jones,1.0,1.0,0.2,0.0,0.4,1.4,0
2024,Mason Plumlee,5.1,1.2,0.3,0.4,0.8,5.3,0
2024,Matisse Thybulle,2.1,1.4,1.7,0.8,0.6,5.4,0
2024,Matt Ryan,1.4,0.6,0.2,0.0,0.7,5.4,0
2024,Matthew Hurt,2.0,0.5,0.4,0.4,0.3,4.0,0
2024,Max Christie,2.1,0.9,0.3,0.3,0.5,4.2,0
2024,Max Strus,4.8,4.0,0.9,0.4,1.6,12.2,0
2024,Maxi Kleber,3.3,1.6,0.4,0.7,0.7,4.4,0
2024,Maxwell Lewis,0.1,0.2,0.1,0.0,0.3,0.3,0
2024,Micah Potter,2.7,0.4,0.3,0.4,0.3,3.3,0
2024,Michael Porter Jr.,7.0,1.5,0.5,0.7,1.1,16.7,0
2024,Mikal Bridges,4.5,3.6,1.0,0.4,2.0,19.6,0
2024,Mike Conley,2.9,5.9,1.2,0.2,1.3,11.4,0
2024,Mike Muscala,2.4,0.7,0.2,0.2,0.4,3.0,0
2024,Mike Muscala,3.1,0.9,0.2,0.3,0.7,4.0,0
2024,Mike Muscala,2.2,0.8,0.2,0.4,0.2,3.5,0
2024,Mike Muscala,1.3,0.3,0.1,0.1,0.3,1.1,0
2024,Miles Bridges,7.3,3.3,0.9,0.5,2.0,21.0,0
2024,Miles McBride,1.5,1.7,0.7,0.1,0.4,8.3,0
2024,Mitchell Robinson,8.5,0.6,1.2,1.1,0.8,5.6,0
2024,Mo Bamba,4.2,0.7,0.4,1.1,0.7,4.4,0
2024,Monte Morris,1.7,2.1,0.6,0.3,0.2,5.0,0
2024,Monte Morris,2.0,1.3,0.2,0.2,0.3,4.5,0
2024,Monte Morris,1.7,2.3,0.7,0.3,0.2,5.1,0
2024,Moritz Wagner,4.3,1.2,0.5,0.3,1.2,10.9,0
2024,Moses Brown,3.9,0.3,0.2,0.3,0.5,3.4,0
2024,Moses Moody,3.0,0.9,0.6,0.4,0.7,8.1,0
2024,Mouhamadou Gueye,2.1,0.5,0.3,1.6,1.1,2.4,0
2024,Mouhamed Gueye,3.7,0.7,0.8,0.7,0.2,4.0,0
2024,Moussa Diabaté,2.2,0.4,0.5,0.1,0.2,2.6,0
2024,Myles Turner,6.9,1.3,0.5,1.9,1.4,17.1,0
2024,Mãozinha Pereira,5.3,0.3,0.9,0.6,0.7,6.9,0
2024,Naji Marshall,3.6,1.9,0.7,0.2,1.0,7.1,0
2024,Nassir Little,1.7,0.5,0.2,0.2,0.3,3.4,0
2024,Nate Hinton,1.5,0.7,0.2,0.1,0.2,2.2,0
2024,Nathan Mensah,2.6,0.4,0.2,0.6,0.6,1.3,0
2024,Naz Reid,5.2,1.3,0.8,0.9,1.4,13.5,0
2024,Neemias Queta,4.4,0.7,0.5,0.8,0.5,5.5,0
2024,Nic Claxton,9.9,2.1,0.6,2.1,1.3,11.8,0
2024,Nick Richards,8.0,0.8,0.4,1.1,1.1,9.7,0
2024,Nick Smith Jr.,1.4,1.2,0.2,0.1,0.8,5.9,0
2024,Nickeil Alexander-Walker,2.0,2.5,0.8,0.5,0.9,8.0,0
2024,Nicolas Batum,4.1,2.1,0.8,0.6,0.7,5.3,0
2024,Nicolas Batum,2.3,1.7,1.0,1.3,0.3,2.7,0
2024,Nicolas Batum,4.2,2.2,0.8,0.6,0.7,5.5,0
2024,Nikola Jokić,12.4,9.0,1.4,0.9,3.0,26.4,1
2024,Nikola Jović,4.2,2.0,0.5,0.3,0.9,7.7,0
2024,Nikola Vučević,10.5,3.3,0.7,0.8,1.6,18.0,0
2024,Noah Clowney,3.5,0.8,0.3,0.7,0.7,5.8,0
2024,Norman Powell,2.6,1.1,0.6,0.3,0.9,13.9,0
2024,OG Anunoby,4.2,2.1,1.4,0.7,1.6,14.7,0
2024,OG Anunoby,3.9,2.7,1.0,0.5,1.6,15.1,0
2024,OG Anunoby,4.4,1.5,1.7,1.0,1.7,14.1,0
2024,Obi Toppin,3.9,1.6,0.6,0.5,0.8,10.3,0
2024,Ochai Agbaji,2.8,1.1,0.6,0.6,0.8,5.8,0
2024,Ochai Agbaji,2.5,0.9,0.5,0.6,0.7,5.4,0
2024,Ochai Agbaji,3.3,1.3,0.7,0.6,1.1,6.7,0
2024,Olivier Sarr,2.4,0.1,0.0,0.5,0.2,2.3,0
2024,Olivier-Maxence Prosper,2.0,0.6,0.2,0.1,0.2,3.0,0
2024,Omer Yurtseven,4.3,0.6,0.2,0.4,0.8,4.6,0
2024,Onuralp Bitim,1.4,0.6,0.1,0.1,0.4,3.5,0
2024,Onyeka Okongwu,6.8,1.3,0.5,1.1,0.8,10.2,0
2024,Orlando Robinson,2.3,0.9,0.2,0.2,0.5,2.8,0
2024,Oscar Tshiebwe,2.0,0.3,0.3,0.1,0.0,3.3,0
2024,Oshae Brissett,2.9,0.8,0.3,0.1,0.4,3.7,0
2024,Otto Porter Jr.,1.9,0.5,0.3,0.3,0.1,2.6,0
2024,Ousmane Dieng,1.5,1.1,0.2,0.2,0.6,4.0,0
2024,P.J. Tucker,2.7,0.5,0.5,0.2,0.3,1.7,0
2024,P.J. Tucker,4.7,0.0,1.0,0.7,0.7,2.0,0
2024,P.J. Tucker,2.5,0.6,0.5,0.2,0.2,1.6,0
2024,P.J. Washington,5.6,1.9,1.0,0.8,1.3,12.9,0
2024,P.J. Washington,5.3,2.2,0.9,0.7,1.5,13.6,0
2024,P.J. Washington,6.2,1.5,1.2,0.9,1.0,11.7,0
2024,Paolo Banchero,6.9,5.4,0.9,0.6,3.1,22.6,1
2024,Pascal Siakam,7.1,4.3,0.8,0.3,1.8,21.7,0
2024,Pascal Siakam,6.3,4.9,0.8,0.3,2.1,22.2,0
2024,Pascal Siakam,7.8,3.7,0.8,0.4,1.4,21.3,0
2024,Pat Connaughton,3.1,2.1,0.5,0.3,0.6,5.6,0
2024,Pat Spencer,0.7,0.8,0.0,0.0,0.2,0.7,0
2024,Patrick Baldwin Jr.,3.2,0.8,0.5,0.4,0.5,4.4,0
2024,Patrick Beverley,3.3,2.9,0.6,0.4,0.9,6.2,0
2024,Patrick Beverley,3.1,3.1,0.5,0.4,1.0,6.3,0
2024,Patrick Beverley,3.6,2.6,0.7,0.5,0.6,6.0,0
2024,Patrick Williams,3.9,1.5,0.9,0.8,1.3,10.0,0
2024,Patty Mills,1.1,1.1,0.6,0.0,0.5,4.0,0
2024,Patty Mills,1.1,0.7,0.5,0.1,0.4,2.7,0
2024,Patty Mills,1.2,1.5,0.8,0.0,0.6,5.8,0
2024,Paul George,5.2,3.5,1.5,0.5,2.1,22.6,1
2024,Paul Reed,6.0,1.3,0.8,1.0,0.8,7.3,0
2024,Payton Pritchard,3.2,3.4,0.5,0.1,0.7,9.6,0
2024,Pete Nance,0.4,0.0,0.1,0.0,0.1,0.4,0
2024,Peyton Watson,3.2,1.1,0.5,1.1,0.7,6.7,0
2024,Precious Achiuwa,6.6,1.3,0.6,0.9,1.1,7.6,0
2024,Precious Achiuwa,5.4,1.8,0.6,0.5,1.2,7.7,0
2024,Precious Achiuwa,7.2,1.1,0.6,1.1,1.1,7.6,0
2024,Quentin Grimes,2.0,1.3,0.7,0.1,0.5,7.0,0
2024,Quentin Grimes,2.0,1.2,0.7,0.1,0.5,7.3,0
2024,Quentin Grimes,2.0,2.3,0.8,0.7,1.2,5.3,0
2024,Quenton Jackson,1.3,0.7,0.3,0.0,0.0,0.7,0
2024,R.J. Hampton,0.8,1.0,0.0,0.0,0.4,1.3,0
2024,RJ Barrett,5.4,3.3,0.5,0.4,2.2,20.2,0
2024,RJ Barrett,4.3,2.4,0.5,0.3,1.8,18.2,0
2024,RJ Barrett,6.4,4.1,0.6,0.4,2.5,21.8,0
2024,RaiQuan Gray,2.3,2.0,0.3,0.3,0.3,7.7,0
2024,Rayan Rupert,2.4,1.6,0.3,0.1,0.8,4.0,0
2024,Reggie Bullock,1.7,0.3,0.3,0.1,0.2,2.2,0
2024,Reggie Jackson,1.9,3.8,0.5,0.2,1.3,10.2,0
2024,Richaun Holmes,4.6,0.6,0.3,0.5,0.6,5.0,0
2024,Richaun Holmes,3.4,0.7,0.1,0.4,0.5,3.4,0
2024,Richaun Holmes,6.1,0.6,0.5,0.6,0.7,7.1,0
2024,Ricky Council IV,1.4,0.5,0.3,0.0,0.2,5.4,0
2024,Robert Covington,3.3,0.8,1.3,0.6,0.4,4.4,0
2024,Robert Covington,2.7,2.3,2.0,0.7,0.0,3.0,0
2024,Robert Covington,3.4,0.7,1.3,0.6,0.4,4.5,0
2024,Robert Williams,6.3,0.8,1.2,1.2,1.2,6.8,0
2024,Robin Lopez,0.3,0.3,0.1,0.2,0.1,1.1,0
2024,Ron Harper Jr.,0.0,1.0,0.0,0.0,0.0,0.0,0
2024,Royce O'Neale,4.8,2.8,0.7,0.6,0.9,7.7,0
2024,Royce O'Neale,4.5,2.8,0.7,0.6,1.0,7.4,0
2024,Royce O'Neale,5.2,2.7,0.9,0.5,0.7,8.1,0
2024,Rudy Gobert,12.9,1.3,0.7,2.1,1.6,14.0,0
2024,Rui Hachimura,4.3,1.2,0.6,0.4,0.7,13.6,0
2024,Russell Westbrook,5.0,4.5,1.1,0.3,2.1,11.1,0
2024,Ryan Arcidiacono,0.4,0.2,0.1,0.0,0.1,0.0,0
2024,Ryan Rollins,1.0,1.1,0.8,0.2,0.6,3.4,0
2024,Ryan Rollins,1.1,1.1,0.8,0.3,0.7,4.1,0
2024,Ryan Rollins,0.7,1.0,0.7,0.0,0.3,1.0,0
2024,Saben Lee,1.3,1.3,0.3,0.1,0.3,3.0,0
2024,Saddiq Bey,6.5,1.5,0.8,0.2,0.9,13.7,0
2024,Sam Hauser,3.5,1.0,0.5,0.3,0.4,9.0,0
2024,Sam Merrill,2.0,1.8,0.3,0.1,0.3,8.0,0
2024,Sandro Mamukelashvili,3.2,1.1,0.2,0.3,0.4,4.1,0
2024,Santi Aldama,5.8,2.3,0.7,0.9,1.1,10.7,0
2024,Sasha Vezenkov,2.3,0.5,0.5,0.2,0.3,5.4,0
2024,Scoot Henderson,3.1,5.4,0.8,0.2,3.4,14.0,0
2024,Scottie Barnes,8.2,6.1,1.3,1.5,2.8,19.9,1
2024,Scotty Pippen Jr.,3.2,4.7,1.7,0.5,2.7,12.9,0
2024,Seth Curry,1.5,1.0,0.5,0.1,0.5,5.1,0
2024,Seth Curry,1.4,0.8,0.5,0.1,0.4,4.3,0
2024,Seth Curry,2.0,1.8,0.6,0.4,0.6,9.0,0
2024,Seth Lundy,0.8,0.0,0.0,0.0,0.1,1.6,0
2024,Shaedon Sharpe,5.0,2.9,0.9,0.4,2.3,15.9,0
2024,Shai Gilgeous-Alexander,5.5,6.2,2.0,0.9,2.2,30.1,1
2024,Shake Milton,1.6,1.3,0.4,0.1,0.6,4.5,0
2024,Shake Milton,1.3,1.3,0.4,0.1,0.7,4.7,0
2024,Shake Milton,4.5,1.5,0.5,0.3,0.8,6.8,0
2024,Shake Milton,1.0,0.7,0.2,0.0,0.0,1.8,0
2024,Shaquille Harrison,0.7,0.0,0.0,0.3,0.0,0.7,0
2024,Sidy Cissoko,1.8,0.8,0.6,0.3,0.3,3.8,0
2024,Simone Fontecchio,3.7,1.5,0.7,0.3,1.0,10.5,0
2024,Simone Fontecchio,3.5,1.5,0.6,0.4,1.0,8.9,0
2024,Simone Fontecchio,4.4,1.8,0.9,0.3,1.1,15.4,0
2024,Skylar Mays,1.1,2.2,0.6,0.1,0.5,4.1,0
2024,Skylar Mays,1.8,3.6,0.7,0.1,0.9,6.3,0
2024,Skylar Mays,0.4,0.6,0.4,0.1,0.1,1.3,0
2024,Spencer Dinwiddie,2.7,4.7,0.7,0.3,1.2,10.5,0
2024,Spencer Dinwiddie,3.3,6.0,0.8,0.2,1.3,12.6,0
2024,Spencer Dinwiddie,1.7,2.4,0.5,0.5,1.0,6.8,0
2024,Stanley Umude,2.1,0.5,0.3,0.3,0.6,5.3,0
2024,Stephen Curry,4.5,5.1,0.7,0.4,2.8,26.4,1
2024,Svi Mykhailiuk,1.2,0.9,0.3,0.0,0.3,4.0,0
2024,T.J. McConnell,2.7,5.5,1.0,0.1,1.5,10.2,0
2024,T.J. Warren,2.0,0.8,0.4,0.1,0.4,3.7,0
2024,Taj Gibson,1.9,0.6,0.2,0.4,0.3,1.7,0
2024,Taj Gibson,1.8,0.6,0.1,0.4,0.3,1.0,0
2024,Taj Gibson,2.3,0.5,0.3,0.3,0.0,4.5,0
2024,Talen Horton-Tucker,2.4,3.5,0.9,0.4,1.3,10.1,0
2024,Tari Eason,7.0,1.2,1.4,0.9,0.9,9.8,0
2024,Taurean Prince,2.9,1.5,0.7,0.4,0.9,8.9,0
2024,Taylor Hendricks,4.6,0.8,0.7,0.8,0.7,7.3,0
2024,Taze Moore,2.0,1.3,0.5,0.0,0.8,4.5,0
2024,Terance Mann,3.4,1.6,0.6,0.2,0.6,8.8,0
2024,Terquavion Smith,0.3,0.8,0.5,0.0,0.4,3.3,0
2024,Terry Rozier,4.0,5.6,1.0,0.3,1.7,19.8,0
2024,Terry Rozier,3.9,6.6,1.1,0.4,2.2,23.2,0
2024,Terry Rozier,4.2,4.6,1.0,0.3,1.3,16.4,0
2024,Terry Taylor,1.2,0.3,0.2,0.1,0.2,1.5,0
2024,Thaddeus Young,3.1,1.7,0.7,0.2,0.5,4.2,0
2024,Thaddeus Young,3.3,2.2,0.8,0.1,0.5,5.0,0
2024,Thaddeus Young,2.8,0.7,0.5,0.2,0.4,2.3,0
2024,Thanasis Antetokounmpo,0.4,0.5,0.2,0.1,0.4,0.9,0
2024,Thomas Bryant,3.7,0.6,0.3,0.4,0.6,5.7,0
2024,Théo Maledon,1.4,1.6,0.4,0.0,1.1,3.5,0
2024,Théo Maledon,1.8,2.2,0.5,0.0,1.2,4.2,0
2024,Théo Maledon,0.3,0.0,0.0,0.0,0.8,1.3,0
2024,Tim Hardaway Jr.,3.2,1.8,0.5,0.1,0.9,14.4,0
2024,Timmy Allen,3.4,1.0,0.8,0.0,0.4,2.6,0
2024,Tobias Harris,6.5,3.1,1.0,0.7,1.3,17.2,0
2024,Torrey Craig,4.1,1.1,0.6,0.4,0.6,5.7,0
2024,Tosan Evbuomwan,3.5,0.9,0.4,0.3,0.5,5.9,0
2024,Tosan Evbuomwan,3.5,1.5,0.0,0.3,0.3,2.5,0
2024,Tosan Evbuomwan,3.5,0.8,0.5,0.3,0.6,7.0,0
2024,Toumani Camara,4.9,1.2,0.9,0.5,1.2,7.5,0
2024,Trae Young,2.8,10.8,1.3,0.2,4.4,25.7,1
2024,Trayce Jackson-Davis,5.0,1.2,0.4,1.1,0.7,7.9,0
2024,Tre Jones,3.8,6.2,1.0,0.1,1.5,10.0,0
2024,Tre Mann,3.6,4.0,1.2,0.1,1.6,9.3,0
2024,Tre Mann,1.8,1.5,0.2,0.0,0.7,3.8,0
2024,Tre Mann,4.5,5.2,1.7,0.1,2.0,11.9,0
2024,Trendon Watford,3.1,1.3,0.4,0.3,1.0,6.9,0
2024,Trent Forrest,1.3,2.4,0.3,0.1,0.5,2.2,0
2024,Trevelin Queen,1.4,1.3,0.5,0.4,0.5,2.9,0
2024,Trey Jemison,5.4,1.1,0.5,1.1,1.4,6.8,0
2024,Trey Jemison,0.5,0.0,0.0,0.0,0.5,0.0,0
2024,Trey Jemison,5.8,1.2,0.5,1.2,1.4,7.4,0
2024,Trey Lyles,4.4,1.2,0.3,0.3,0.7,7.2,0
2024,Trey Murphy III,4.9,2.2,0.9,0.5,0.6,14.8,0
2024,Tristan Thompson,3.6,1.0,0.2,0.3,0.6,3.3,0
2024,Tristan Vukcevic,3.6,1.3,0.5,0.7,1.0,8.5,0
2024,Troy Brown Jr.,2.4,1.0,0.4,0.1,0.5,4.2,0
2024,Troy Brown Jr.,1.9,0.9,0.2,0.1,0.5,4.2,0
2024,Troy Brown Jr.,3.3,1.1,0.7,0.0,0.5,4.2,0
2024,Ty Jerome,0.5,1.5,0.0,0.0,0.5,2.0,0
2024,TyTy Washington Jr.,0.5,0.5,0.3,0.0,0.2,1.3,0
2024,Tyler Herro,5.3,4.5,0.7,0.1,2.2,20.8,0
2024,Tyrese Haliburton,3.9,10.9,1.2,0.7,2.3,20.1,1
2024,Tyrese Maxey,3.7,6.2,1.0,0.5,1.7,25.9,1
2024,Tyus Jones,2.7,7.3,1.1,0.3,1.0,12.0,0
2024,Udoka Azubuike,2.0,0.2,0.1,0.4,0.3,2.2,0
2024,Usman Garuba,1.2,0.2,0.2,0.5,0.3,0.5,0
2024,Vasilije Micić,1.5,4.4,0.5,0.1,1.7,7.0,0
2024,Vasilije Micić,0.8,2.5,0.3,0.1,1.0,3.3,0
2024,Vasilije Micić,2.1,6.2,0.7,0.1,2.3,10.8,0
2024,Victor Wembanyama,10.6,3.9,1.2,3.6,3.7,21.4,0
2024,Vince Williams Jr.,5.6,3.4,0.9,0.7,1.8,10.0,0
2024,Vit Krejci,2.4,2.3,0.6,0.3,0.9,6.1,0
2024,Walker Kessler,7.5,0.9,0.5,2.4,1.0,8.1,0
2024,Wendell Carter Jr.,6.9,1.7,0.6,0.5,1.2,11.0,0
